Brand,UsedOrNew,Transmission,DriveType,FuelType,BodyType,Doors,Seats,Engine_cylinder_number,Engine_total_volume,ExteriorColour,Year,Kilometres,Price,fuel_comsumption_liter,fuel_comsumption_km
GWM,NEW,Automatic,Front,Hybrid,SUV, 4 , 5 ,4 , 1.5 ,Black ,2022,20.0,41485.0,5.0,100.0
Mercedes-Benz,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,6 , 3 ,Black ,2016,101869.0,48990.0,6.6,100.0
MG,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,3 , 1 ,Red ,2019,60382.0,19990.0,6.7,100.0
Chrysler,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,6 , 3.6 ,Other ,2012,165668.0,21999.0,9.4,100.0
Nissan,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 2.3 ,White ,2015,354000.0,16990.0,6.8,100.0
Holden,USED,Automatic,Rear,Premium,Sedan, 4 , 5 ,8 , 6.2 ,Silver ,2017,84855.0,51990.0,11.5,100.0
Audi,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.4 ,Red ,2016,115482.0,19995.0,5.9,100.0
MG,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.5 ,White ,2021,18975.0,24498.0,7.3,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,White ,2018,105489.0,42990.0,8.8,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Blue ,2016,35845.0,20850.0,7.1,100.0
Subaru,USED,Automatic,AWD,Premium,Sedan, 4 , 5 ,4 , 2.5 ,Other ,2012,151058.0,14990.0,8.4,100.0
Kia,USED,Manual,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Red ,2012,146495.0,10995.0,7.5,100.0
MG,DEMO,Automatic,Front,Other,SUV, 5 , 5 ,4 , 1.5 ,White ,2023,150.0,28990.0,6.9,100.0
LDV,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2019,22781.0,32888.0,9.6,100.0
Holden,USED,Automatic,AWD,Premium,Wagon, 4 , 5 ,6 , 3.6 ,Black ,2019,113178.0,26868.0,9.1,100.0
MG,NEW,Automatic,Front,Other,SUV, 5 , 5 ,4 , 1.5 ,Silver ,2023,10.0,29690.0,6.9,100.0
Toyota,USED,Automatic,Other,Other,Wagon, 4 , 5 ,4 , 2 ,Black ,2017,146699.0,49888.0,7.68,100.0
Mitsubishi,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,Blue ,2023,38.0,57490.0,8.6,100.0
Ford,USED,Automatic,Front,Premium,SUV, 5 , 5 ,3 , 1 ,White ,2021,21116.0,28998.0,5.3,100.0
GWM,DEMO,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,White ,2023,674.0,40988.0,9.4,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,Grey ,2021,24007.0,47999.0,6.1,100.0
Mahindra,DEMO,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,White ,2022,5.0,38290.0,0.0,100.0
Audi,USED,Automatic,AWD,Premium,Coupe, 2 , 4 ,4 , 2 ,Grey ,2015,88459.0,50985.0,6.8,100.0
Mazda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Grey ,2012,193687.0,10990.0,6.1,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Red ,2009,82659.0,11999.0,7.239999999999999,100.0
Mitsubishi,USED,Automatic,Other,Unleaded,Wagon, 4 , 5 ,4 , 2 ,Blue ,2005,93895.0,36995.0,7.68,100.0
Hyundai,USED,Manual,Front,Unleaded,Wagon, 4 , 5 ,4 , 2 ,Black ,2009,255090.0,2999.0,7.7,100.0
LDV,USED,Automatic,Rear,Diesel,Commercial, 4 , 5 ,4 , 2 ,White ,2023,770.0,47990.0,7.4,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Silver ,2019,38369.0,24977.0,7.4,100.0
Jeep,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,6 , 3.6 ,Blue ,2013,227525.0,14990.0,11.0,100.0
MG,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.5 ,White ,2022,16148.0,25990.0,7.1,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,White ,2020,85131.0,39998.0,7.5,100.0
MG,NEW,Automatic,Front,Other,SUV, 5 , 5 ,3 , 1.3 ,Silver ,2023,10.0,35690.0,7.3,100.0
Audi,DEMO,Automatic,AWD,Hybrid,SUV, 4 , 5 ,4 , 2 ,White ,2023,2650.0,89990.0,8.0,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Blue ,2019,71297.0,25880.0,7.6,100.0
Mercedes-Benz,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2017,61561.0,59870.0,7.4,100.0
Ford,USED,Automatic,Front,Premium,SUV, 5 , 5 ,3 , 1 ,Blue ,2021,31872.0,27998.0,5.3,100.0
Mazda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Black ,2018,35351.0,36400.0,7.5,100.0
Ford,USED,Automatic,Front,Diesel,Wagon, 4 , 5 ,4 , 2 ,Silver ,2017,145449.0,17990.0,5.3,100.0
Honda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.8 ,Blue ,2017,96119.0,20990.0,6.6,100.0
Ford,USED,Manual,Rear,Unleaded,Ute  Tray, 2 , 4 ,4 , 2.6 ,Blue ,2001,180818.0,7799.0,13.0,100.0
Mercedes-Benz,USED,Automatic,Other,Other,Commercial, 4 , 5 ,4 , 2 ,White ,2017,132445.0,46950.0,7.68,100.0
Holden,USED,Automatic,AWD,Diesel,SUV, 4 , 7 ,4 , 2.2 ,Grey ,2011,189101.0,8850.0,8.3,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Blue ,2014,28771.0,22990.0,7.1,100.0
Hyundai,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2020,52937.0,26990.0,6.2,100.0
BMW,USED,Automatic,4WD,Diesel,SUV, 4 , 5 ,4 , 2 ,Blue ,2017,67578.0,34382.0,5.2,100.0
Mitsubishi,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Red ,2009,147589.0,13990.0,9.3,100.0
Nissan,USED,Manual,Front,Premium,Hatchback, 5 , 5 ,4 , 1.6 ,Red ,2015,83575.0,14990.0,7.7,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2018,83667.0,31990.0,4.2,100.0
BMW,USED,Automatic,Rear,Unleaded,SUV, 4 , 5 ,4 , 2 ,Black ,2020,65821.0,63990.0,7.4,100.0
Mitsubishi,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,White ,2015,164857.0,27990.0,7.6,100.0
Mitsubishi,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,White ,2019,51009.0,39990.0,7.6,100.0
Hyundai,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2019,84161.0,22980.0,7.2,100.0
BMW,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 2 ,Black ,2020,27559.0,48990.0,6.1,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Silver ,2010,274000.0,9990.0,7.9,100.0
Citroen,USED,Automatic,Front,Diesel,Commercial, 2 , 2 ,4 , 1.6 ,White ,2017,78880.0,24980.0,4.1,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Silver ,2010,220102.0,8990.0,6.7,100.0
Toyota,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.6 ,Red ,1996,159657.0,8888.0,8.5,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2020,53459.0,28868.0,7.4,100.0
Lexus,USED,Automatic,AWD,Hybrid,SUV, 4 , 7 ,6 , 3.5 ,Silver ,2020,24884.0,99880.0,6.0,100.0
Holden,USED,Automatic,Rear,Unleaded,Wagon, 4 , 5 ,6 , 3 ,Black ,2011,318254.0,9995.0,8.9,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Grey ,2019,72795.0,25950.0,7.6,100.0
Mitsubishi,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 2.5 ,White ,2010,249125.0,12990.0,9.1,100.0
Nissan,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Blue ,2012,162075.0,9990.0,7.68,100.0
Volkswagen,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,4 , 2 ,Black ,2012,199749.0,17499.0,7.6,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.6 ,White ,2020,28668.0,33990.0,6.8,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,6 , 3.5 ,Gold ,2014,256861.0,19995.0,10.2,100.0
Honda,USED,Manual,Front,Premium,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2014,65318.0,16999.0,6.1,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2020,41520.0,29868.0,7.4,100.0
Ford,USED,Automatic,AWD,Unleaded,SUV, 4 , 7 ,6 , 4 ,Red ,2010,266280.0,10499.0,12.2,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,6 , 3.5 ,Grey ,2011,152819.0,19990.0,11.0,100.0
Mitsubishi,USED,Automatic,Rear,Diesel,Ute  Tray, 2 , 2 ,4 , 2.4 ,White ,2016,128871.0,24980.0,7.3,100.0
Mazda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Black ,2020,58529.0,37980.0,7.5,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.4 ,Yellow ,2021,48862.0,24410.0,6.7,100.0
Volkswagen,USED,Automatic,Front,Premium,SUV, 4 , 5 ,3 , 1 ,Grey ,2021,25123.0,29850.0,5.4,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,White ,2021,23089.0,28990.0,7.4,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Grey ,2017,227000.0,34999.0,9.1,100.0
Hyundai,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.8 ,Black ,2012,53850.0,14990.0,7.1,100.0
Holden,USED,Automatic,Rear,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Other ,2017,264054.0,19999.0,8.8,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2018,37638.0,26880.0,6.9,100.0
Toyota,USED,Automatic,Front,Hybrid,Hatchback, 5 , 5 ,4 , 1.8 ,White ,2020,46085.0,33880.0,4.2,100.0
Audi,USED,Automatic,AWD,Premium,Coupe, 2 , 4 ,6 , 3 ,Blue ,2017,66657.0,57800.0,7.6,100.0
Toyota,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2020,41148.0,44990.0,7.4,100.0
Mitsubishi,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,White ,2019,90904.0,42990.0,7.6,100.0
Lexus,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Black ,2021,30865.0,49780.0,5.8,100.0
Renault,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Red ,2021,25366.0,31890.0,8.1,100.0
Mazda,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Red ,2018,99862.0,23880.0,6.1,100.0
BMW,USED,Manual,Rear,Premium,Coupe, 2 , 4 ,6 , 3 ,Other ,2018,26000.0,84999.0,9.9,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 5 , 5 ,4 , 2 ,Silver ,2019,52843.0,38888.0,6.5,100.0
Jeep,NEW,Automatic,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Green ,2023,30.0,57888.0,9.7,100.0
Toyota,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 3 ,White ,1999,299986.0,14999.0,0.0,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,White ,2020,47908.0,26868.0,7.4,100.0
Holden,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3.8 ,Other ,2004,242058.0,8499.0,11.0,100.0
Ford,USED,Automatic,Rear,Diesel,SUV, 4 , 5 ,5 , 3.2 ,Blue ,2020,49667.0,47888.0,6.9,100.0
Mitsubishi,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,White ,2012,211382.0,13990.0,9.5,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,Yellow ,2015,98715.0,18990.0,6.3,100.0
Mazda,NEW,Automatic,Front,Other,SUV, 4 , 7 ,4 , 2.5 ,Blue ,2023,25.0,61999.0,8.1,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2 ,Grey ,2016,212083.0,17999.0,7.1,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Red ,2021,20218.0,36990.0,7.9,100.0
Audi,USED,Automatic,AWD,Premium,Sedan, 4 , 5 ,4 , 2 ,Blue ,2014,101000.0,20888.0,7.0,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,5 , 3.2 ,Black ,2019,85431.0,49990.0,8.9,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.6 ,Black ,2021,41552.0,38990.0,6.8,100.0
Toyota,USED,Automatic,Front,Hybrid,Sedan, 4 , 5 ,4 , 2.5 ,Silver ,2021,38000.0,59970.0,4.2,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Black ,2005,232123.0,7999.0,7.8,100.0
Jeep,USED,Manual,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Blue ,2008,129807.0,9499.0,8.7,100.0
Ford,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 1.5 ,Grey ,2018,94200.0,22888.0,7.2,100.0
Toyota,USED,Automatic,AWD,Hybrid,SUV, 4 , 5 ,3 , 1.5 ,Blue ,2021,9925.0,41888.0,4.0,100.0
Isuzu,USED,Manual,4WD,Diesel,Ute  Tray, 2 , 4 ,4 , 3 ,White ,2016,155824.0,37980.0,8.2,100.0
Toyota,USED,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,White ,2021,35430.0,52992.0,4.7,100.0
Holden,USED,Automatic,Front,Unleaded,Convertible, 2 , 4 ,4 , 2.2 ,Silver ,2007,175600.0,8800.0,9.7,100.0
GWM,DEMO,Automatic,Front,Hybrid,SUV, 4 , 5 ,4 , 1.5 ,White ,2022,10.0,37881.0,5.0,100.0
Hyundai,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Silver ,2020,54124.0,26990.0,7.2,100.0
Holden,USED,Automatic,Rear,Unleaded,Wagon, 4 , 5 ,6 , 3.6 ,Other ,2009,285000.0,9499.0,10.7,100.0
Volkswagen,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2020,38256.0,48563.0,8.1,100.0
LDV,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,Grey ,2021,6461.0,34990.0,8.5,100.0
Ford,USED,Automatic,Other,Diesel,Ute  Tray, 4 , 5 ,4 , 2 ,White ,2014,177128.0,29990.0,7.68,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 2 , 2 ,4 , 2.8 ,White ,2017,139585.0,32995.0,9.1,100.0
Hyundai,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 2 ,Black ,2022,7411.0,55998.0,9.0,100.0
Subaru,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,Other ,2011,148000.0,11800.0,9.3,100.0
Subaru,USED,Automatic,AWD,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2012,120316.0,17990.0,6.8,100.0
Nissan,USED,Automatic,4WD,Unleaded,SUV, 4 , 7 ,4 , 2.5 ,Grey ,2022,4894.0,51990.0,7.8,100.0
Mitsubishi,USED,Automatic,AWD,Other,SUV, 4 , 5 ,4 , 2.4 ,Blue ,2021,11941.0,56950.0,1.9,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,Grey ,2017,134586.0,37990.0,8.7,100.0
MG,USED,Automatic,Front,Premium,SUV, 4 , 5 ,4 , 2 ,White ,2021,33109.0,31910.0,7.26,100.0
Ford,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 4 ,Blue ,2010,178889.0,8999.0,10.1,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 5 , 5 ,4 , 2 ,White ,2020,40395.0,44970.0,6.5,100.0
Volkswagen,USED,Automatic,AWD,Premium,SUV, 4 , 5 ,4 , 2 ,Grey ,2021,44120.0,58990.0,8.5,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Grey ,2020,52898.0,25490.0,7.4,100.0
Peugeot,USED,Manual,Front,Premium,Sedan, 4 , 5 ,4 , 2.2 ,Blue ,2005,162170.0,7990.0,12.9,100.0
Ford,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 4 ,Red ,2003,112694.0,7499.0,11.5,100.0
Mitsubishi,USED,Automatic,Rear,Diesel,Ute  Tray, 2 , 2 ,4 , 2.4 ,White ,2018,85274.0,30850.0,7.3,100.0
Ford,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,Black ,2018,89111.0,45498.0,8.7,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,White ,2020,52844.0,25490.0,7.4,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 7 ,4 , 2 ,White ,2017,14171.0,30950.0,6.6,100.0
Toyota,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Grey ,2018,51022.0,34480.0,7.0,100.0
Hyundai,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,Other ,2017,89564.0,27888.0,6.8,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,Red ,2022,12421.0,29990.0,7.4,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,White ,2020,51232.0,25490.0,7.4,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,Grey ,2019,72887.0,23499.0,7.6,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2019,41828.0,33950.0,6.9,100.0
Honda,USED,Automatic,4WD,Unleaded,SUV, 4 , 5 ,4 , 2.4 ,Blue ,2013,126861.0,18881.0,8.7,100.0
Audi,USED,Automatic,AWD,Hybrid,SUV, 4 , 5 ,4 , 2 ,Grey ,2021,37605.0,73990.0,8.0,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2016,116468.0,33990.0,9.0,100.0
Nissan,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2.5 ,White ,2014,93689.0,21990.0,7.9,100.0
Peugeot,USED,Manual,Front,Premium,SUV, 4 , 5 ,4 , 1.6 ,White ,2013,69042.0,14990.0,5.9,100.0
Toyota,USED,Manual,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.8 ,Silver ,2007,154427.0,9499.0,7.4,100.0
Audi,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,White ,2017,116997.0,37990.0,6.0,100.0
Ford,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,6 , 2.7 ,Silver ,2011,105993.0,17990.0,8.8,100.0
Volkswagen,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,6 , 3 ,Silver ,2018,123148.0,39900.0,9.0,100.0
Hyundai,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,Silver ,2019,125697.0,19498.0,8.3,100.0
Hyundai,NEW,Automatic,Front,Premium,Sedan, 4 , 5 ,4 , 2 ,White ,2023,20.0,54573.0,8.2,100.0
Toyota,USED,Automatic,Other,Other,Commercial, 4 , 5 ,4 , 2 ,White ,2013,196980.0,23950.0,7.68,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2021,13424.0,29990.0,7.4,100.0
BMW,USED,Automatic,Front,Premium,Hatchback, 5 , 5 ,3 , 1.5 ,White ,2021,9090.0,48995.0,5.9,100.0
Lexus,USED,Automatic,AWD,Hybrid,SUV, 4 , 5 ,4 , 2.5 ,Silver ,2019,36019.0,56880.0,5.7,100.0
Lexus,USED,Automatic,AWD,Other,SUV, 4 , 5 ,6 , 3.5 ,Silver ,2016,79235.0,58490.0,9.6,100.0
Honda,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.5 ,White ,2015,36500.0,19990.0,5.8,100.0
Mitsubishi,USED,Automatic,Rear,Diesel,Ute  Tray, 2 , 3 ,4 , 2.5 ,White ,2012,183512.0,16995.0,9.1,100.0
Nissan,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.5 ,Red ,2012,264835.0,13999.0,9.8,100.0
Isuzu,USED,Automatic,Rear,Diesel,Ute  Tray, 2 , 4 ,4 , 3 ,Silver ,2019,94559.0,35970.0,7.5,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2013,184515.0,13999.0,7.9,100.0
Mitsubishi,USED,Automatic,4WD,Diesel,SUV, 4 , 7 ,4 , 2.4 ,White ,2021,35604.0,54990.0,8.0,100.0
Nissan,USED,Automatic,4WD,Premium,SUV, 4 , 7 ,8 , 5.6 ,Blue ,2022,17194.0,109990.0,14.4,100.0
Kia,USED,Automatic,AWD,Diesel,SUV, 4 , 5 ,4 , 2 ,White ,2018,147446.0,23998.0,6.4,100.0
Isuzu,USED,Automatic,4WD,Diesel,Ute  Tray, 2 , 4 ,4 , 3 ,Silver ,2016,147648.0,41850.2,8.1,100.0
Audi,USED,Automatic,AWD,Diesel,SUV, 5 , 5 ,6 , 3 ,Black ,2013,94683.0,31538.0,6.8,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.4 ,White ,2021,34082.0,23998.0,6.7,100.0
Holden,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,6 , 3 ,White ,2016,124517.0,21940.0,8.3,100.0
Ford,USED,Automatic,Rear,Diesel,SUV, 4 , 5 ,6 , 2.7 ,Silver ,2011,175452.0,9999.0,8.2,100.0
Toyota,USED,Automatic,Front,Hybrid,SUV, 5 , 5 ,4 , 2.5 ,White ,2021,60118.0,46990.0,4.7,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,White ,2021,19795.0,27990.0,7.4,100.0
Kia,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 2 ,White ,2019,73963.0,23888.0,7.4,100.0
Ford,USED,Manual,4WD,Diesel,Ute  Tray, 4 , 4 ,5 , 3.2 ,White ,2015,271216.0,26990.0,8.9,100.0
Volkswagen,USED,Automatic,Front,Diesel,Hatchback, 5 , 5 ,4 , 1.6 ,Grey ,2013,82695.0,14990.0,4.6,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Red ,2020,50695.0,25490.0,7.4,100.0
Honda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.4 ,White ,2013,199912.0,16799.0,8.1,100.0
Toyota,USED,Automatic,Other,Other,Commercial, 4 , 5 ,4 , 2 ,Silver ,2010,192568.0,28950.0,7.68,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,4 , 1.3 ,Orange ,2019,32752.0,20790.0,6.4,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Blue ,2019,31617.0,26990.0,7.4,100.0
Mazda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2.5 ,Silver ,2018,58493.0,31990.0,6.0,100.0
Kia,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2020,42389.0,29868.0,7.4,100.0
Toyota,USED,Manual,Rear,Diesel,People Mover, 3 , 14 ,4 , 3 ,White ,2006,409321.0,14999.0,9.3,100.0
Mazda,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Red ,2008,210137.0,7999.0,8.4,100.0
Holden,USED,Manual,Front,Unleaded,Sedan, 4 , 5 ,4 , 1.6 ,Red ,2011,94820.0,6999.0,7.2,100.0
BMW,USED,Automatic,Rear,Unleaded,Sedan, 4 , 5 ,4 , 2 ,Blue ,2005,118126.0,9999.0,11.0,100.0
Mitsubishi,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.4 ,White ,2019,101306.0,43990.0,8.6,100.0
Kia,USED,Automatic,Front,Unleaded,Sedan, 4 , 5 ,4 , 2 ,White ,2020,53374.0,25490.0,7.4,100.0
Mazda,USED,Automatic,AWD,Unleaded,SUV, 4 , 5 ,4 , 2.3 ,White ,2011,271134.0,12990.0,11.5,100.0
Holden,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 1.8 ,White ,2013,216315.0,12995.0,7.6,100.0
Mitsubishi,USED,Automatic,Front,Unleaded,SUV, 4 , 5 ,4 , 2 ,White ,2020,46082.0,28990.0,7.6,100.0
Ssangyong,NEW,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.2 ,White ,2023,22.0,45185.0,9.0,100.0
Hyundai,USED,Automatic,Front,Unleaded,Hatchback, 4 , 5 ,4 , 1.6 ,Grey ,2018,28561.0,28990.0,7.5,100.0
Holden,USED,Automatic,4WD,Diesel,Ute  Tray, 4 , 5 ,4 , 2.8 ,White ,2017,99905.0,41990.0,9.1,100.0
Toyota,USED,Manual,Front,Unleaded,Hatchback, 4 , 5 ,4 , 2 ,Silver ,2006,355674.0,4999.0,7.040000000000001,100.0
BMW,USED,Automatic,4WD,Premium,SUV, 4 , 5 ,6 , 2.5 ,Silver ,2006,167860.0,12499.0,17.1,100.0
Toyota,USED,Automatic,Front,Unleaded,Hatchback, 5 , 5 ,3 , 1.5 ,Silver ,2022,31600.0,35990.0,4.9,100.0
Kia,USED,Automatic,Front,Unleaded,Wagon, 4 , 8 ,6 , 3.3 ,Silver ,2020,56793.0,38990.0,10.8,100.0
Toyota,USED,Automatic,Other,Other,SUV, 4 , 5 ,4 , 2 ,White ,2009,120000.0,23000.0,7.040000000000001,100.0
